row_index,clip_id,group_idx,clip_name,target,prediction,correct,goal_logit,corner_logit,shot_logit
70,pOf6Wnwt,2,IM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,9.073668479919434,9.916342735290527,6.780539512634277
71,vXz1jGnl,2,IM_3,CORNER/THROW-IN,GOAL,False,9.704803466796875,8.170860290527344,8.921503067016602
72,xlO2e2Ra,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,9.649701118469238,10.3916597366333,6.412208080291748
73,06FNvY2s,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,9.683196067810059,9.712809562683105,8.14858341217041
74,r9gYBR53,2,IM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,8.36135482788086,10.035484313964844,6.874863624572754
75,xx6GTsEM,1,IM_1,SHOT-ON-TARGET,GOAL,False,9.442549705505371,8.106822967529297,9.133851051330566
76,pl6mcTdq,1,IM_2,SHOT-ON-TARGET,GOAL,False,8.862170219421387,8.776567459106445,7.959561824798584
77,OtQpc975,1,IM_3,SHOT-ON-TARGET,GOAL,False,10.226896286010742,8.638331413269043,8.452821731567383
78,ChTFpiaS,2,IM_7,SHOT-ON-TARGET,GOAL,False,10.4368257522583,8.395196914672852,9.543713569641113
79,x2i73QnS,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,8.498856544494629,9.348641395568848,9.478482246398926
80,UcZVYDFH,1,IM_15,SHOT-ON-TARGET,SHOT-ON-TARGET,True,9.612586975097656,7.213659286499023,9.94656753540039
81,UBdITpNb,2,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,10.149384498596191,7.589456081390381,10.224369049072266
82,G6wyC3XE,2,IM_4,SHOT-ON-TARGET,GOAL,False,9.679230690002441,7.744910717010498,9.292388916015625
83,ABcIbvu8,2,IM_1,SHOT-ON-TARGET,CORNER/THROW-IN,False,8.845596313476562,9.360374450683594,8.73611831665039
84,x2i73QnS,2,IM_4,SHOT-ON-TARGET,CORNER/THROW-IN,False,9.222294807434082,9.495326042175293,9.191162109375
85,vXz1jGnl,2,IM_2,SHOT-ON-TARGET,GOAL,False,9.225382804870605,9.152100563049316,6.691639423370361
86,OtQpc975,2,IM_9,SHOT-ON-TARGET,GOAL,False,10.489763259887695,7.712036609649658,10.418899536132812
87,OtQpc975,1,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,9.258488655090332,7.59811544418335,9.82674789428711
88,8S0QVm38,1,IM_2,SHOT-ON-TARGET,GOAL,False,9.502320289611816,9.289506912231445,8.360123634338379
89,OtQpc975,1,IM_2,SHOT-ON-TARGET,GOAL,False,9.625858306884766,9.609979629516602,7.600797653198242
90,4rxwHJn7,2,IM_1,SHOT-ON-TARGET,GOAL,False,9.954755783081055,9.342360496520996,8.482254981994629
91,4rxwHJn7,2,IM_2,SHOT-ON-TARGET,GOAL,False,10.347419738769531,7.103938102722168,9.714691162109375
92,G6wyC3XE,1,IM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,8.808964729309082,6.426665782928467,9.235194206237793
93,8S0QVm38,2,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,8.639654159545898,8.017866134643555,9.582316398620605
94,UBdITpNb,2,IM_5,SHOT-ON-TARGET,GOAL,False,9.242993354797363,8.13514232635498,8.58329963684082
95,Yo4Xirtq,2,IM_3,SHOT-ON-TARGET,CORNER/THROW-IN,False,8.423876762390137,8.621234893798828,8.40695571899414
96,rs1thcel,1,IM_7,SHOT-ON-TARGET,SHOT-ON-TARGET,True,9.473841667175293,7.891177654266357,10.109002113342285
97,OW4kbPoI,1,IM_3,SHOT-ON-TARGET,GOAL,False,10.04350757598877,9.093596458435059,8.985642433166504
98,G6wyC3XE,2,IM_5,SHOT-ON-TARGET,CORNER/THROW-IN,False,8.493953704833984,9.104419708251953,8.028549194335938
99,8S0QVm38,1,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,9.141133308410645,7.216152191162109,9.260261535644531
100,reYzH7wg,1,IM_2,SHOT-ON-TARGET,GOAL,False,9.656556129455566,7.889329433441162,7.43803071975708
101,OW4kbPoI,2,IM_3,SHOT-ON-TARGET,GOAL,False,10.208817481994629,8.633810043334961,8.830323219299316
102,bZhxz4I5,1,IM_3,SHOT-ON-TARGET,GOAL,False,10.529372215270996,6.749470233917236,8.598759651184082
103,G6wyC3XE,2,NIM_2,CORNER/THROW-IN,GOAL,False,9.198744773864746,9.176996231079102,8.377705574035645
104,0jJj5Mme,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,9.080962181091309,9.127459526062012,8.530196189880371
105,W0KvTtjG,1,NIM_7,CORNER/THROW-IN,CORNER/THROW-IN,True,8.888140678405762,9.250126838684082,8.583565711975098
106,xpER1kZQ,2,NIM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,8.791559219360352,9.246953964233398,7.71152925491333
107,EPk1kLq4,2,NIM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,8.896038055419922,10.11109447479248,5.308422565460205
108,rs1thcel,2,NIM_4,CORNER/THROW-IN,GOAL,False,10.127074241638184,9.99958324432373,6.929826736450195
109,vVcWSKae,2,NIM_4,CORNER/THROW-IN,GOAL,False,9.861153602600098,9.36748218536377,8.089555740356445
110,KMdvNjmo,1,NIM_5,CORNER/THROW-IN,GOAL,False,9.856428146362305,9.647994995117188,9.584909439086914
111,OtQpc975,1,NIM_7,CORNER/THROW-IN,GOAL,False,9.666936874389648,7.058907508850098,7.751132011413574
112,KMdvNjmo,1,NIM_6,CORNER/THROW-IN,GOAL,False,9.112771987915039,8.737348556518555,8.418187141418457
113,6uUbMpl6,2,NIM_2,CORNER/THROW-IN,CORNER/THROW-IN,True,9.200883865356445,9.324862480163574,8.324738502502441
114,OtQpc975,1,NIM_6,CORNER/THROW-IN,GOAL,False,9.76237678527832,9.111307144165039,9.296998977661133
115,tE2Jn2J8,2,NIM_14,CORNER/THROW-IN,CORNER/THROW-IN,True,7.923835277557373,10.747885704040527,6.965363025665283
116,ULTDmEW6,2,NIM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,7.894371509552002,10.473814964294434,6.567296028137207
117,pOf6Wnwt,2,NIM_13,CORNER/THROW-IN,GOAL,False,9.439216613769531,9.1914644241333,8.456873893737793
118,Yo4Xirtq,2,NIM_9,CORNER/THROW-IN,GOAL,False,9.908720970153809,9.427750587463379,5.236675262451172
119,06FNvY2s,2,NIM_8,CORNER/THROW-IN,SHOT-ON-TARGET,False,9.513139724731445,8.249828338623047,9.7606840133667
120,pU7DyBbB,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,9.253207206726074,9.73532485961914,8.453730583190918
121,bBW7eQ6s,2,NIM_2,CORNER/THROW-IN,CORNER/THROW-IN,True,7.865737438201904,9.292895317077637,6.856388092041016
122,W0KvTtjG,1,NIM_6,CORNER/THROW-IN,SHOT-ON-TARGET,False,9.325995445251465,9.556927680969238,9.950119972229004
123,OtQpc975,2,NIM_1,CORNER/THROW-IN,GOAL,False,10.128355979919434,7.279936790466309,9.05061149597168
124,r9gYBR53,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,7.936338424682617,9.328789710998535,4.858290195465088
125,G6wyC3XE,1,NIM_1,SHOT-ON-TARGET,GOAL,False,9.395224571228027,9.31669807434082,8.982680320739746
126,Q3ZH0ngC,1,NIM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,8.145583152770996,8.061193466186523,9.662086486816406
127,06FNvY2s,2,NIM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,10.060812950134277,10.512123107910156,9.493318557739258
128,8S0QVm38,1,NIM_3,SHOT-ON-TARGET,GOAL,False,8.922399520874023,7.98622465133667,8.775402069091797
129,nwl9maEG,1,NIM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,9.498764991760254,9.652280807495117,9.73316478729248
130,viZQQvS2,1,NIM_9,SHOT-ON-TARGET,CORNER/THROW-IN,False,9.046974182128906,9.180832862854004,8.901503562927246
131,IcCSkl6F,1,NIM_1,SHOT-ON-TARGET,GOAL,False,9.527379035949707,8.913475036621094,9.497652053833008
132,8S0QVm38,2,NIM_5,SHOT-ON-TARGET,CORNER/THROW-IN,False,8.91575813293457,9.8125,8.187190055847168
133,63fde7Re,2,NIM_2,SHOT-ON-TARGET,GOAL,False,9.733107566833496,8.758672714233398,9.571317672729492
134,ChTFpiaS,1,NIM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,8.953944206237793,9.419374465942383,7.97999906539917
135,x2i73QnS,1,NIM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,8.153732299804688,9.660531044006348,9.082993507385254
136,ObsVrY4o,2,NIM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,9.337356567382812,8.568864822387695,9.544965744018555
137,MV4UU7IE,2,NIM_5,SHOT-ON-TARGET,GOAL,False,9.916609764099121,9.336827278137207,8.023295402526855
138,W0KvTtjG,1,NIM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,8.720789909362793,7.869807720184326,9.621461868286133
139,xpER1kZQ,1,NIM_5,SHOT-ON-TARGET,CORNER/THROW-IN,False,9.565640449523926,9.892194747924805,9.01284122467041
140,reYzH7wg,2,NIM_5,SHOT-ON-TARGET,CORNER/THROW-IN,False,9.274724006652832,9.601503372192383,8.560855865478516
141,OziK3ff0,1,NIM_11,SHOT-ON-TARGET,GOAL,False,10.11225414276123,8.282868385314941,8.391641616821289
142,bevos1dM,1,NIM_6,SHOT-ON-TARGET,GOAL,False,9.663185119628906,8.708669662475586,8.867658615112305
143,63fde7Re,1,NIM_3,SHOT-ON-TARGET,GOAL,False,9.583915710449219,9.35256576538086,9.346633911132812
144,rs1thcel,2,NIM_7,SHOT-ON-TARGET,CORNER/THROW-IN,False,9.443912506103516,9.4909029006958,9.319964408874512
145,EPk1kLq4,1,NIM_5,SHOT-ON-TARGET,GOAL,False,9.01982593536377,8.432062149047852,8.088800430297852
