pair,row_index,clip_id,group_idx,clip_name,target,prediction,correct,left_label,right_label,left_token,right_token,left_logit,right_logit
goal_vs_corner,27,6ZIJp6HI,2,IM_2,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.298552513122559,8.533407211303711
goal_vs_corner,28,OziK3ff0,1,IM_1,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.850984573364258,7.658900260925293
goal_vs_corner,29,pU7DyBbB,1,IM_3,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.272014617919922,9.203996658325195
goal_vs_corner,30,xx6GTsEM,2,IM_13,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.0216064453125,9.079455375671387
goal_vs_corner,31,nsbnKlSp,1,IM_2,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.19914436340332,8.475968360900879
goal_vs_corner,32,ChTFpiaS,2,IM_11,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,8.939901351928711,8.056228637695312
goal_vs_corner,33,bBW7eQ6s,1,IM_4,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.186023712158203,8.927711486816406
goal_vs_corner,34,r9gYBR53,1,IM_2,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.240273475646973,8.135143280029297
goal_vs_corner,35,ABcIbvu8,1,IM_1,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.058572769165039,9.033553123474121
goal_vs_corner,36,IwW928Oa,2,IM_15,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.382135391235352,8.120782852172852
goal_vs_corner,37,Ov5idmCk,1,IM_5,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.359477043151855,7.815587520599365
goal_vs_corner,38,KIMzryr9,2,IM_8,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.03258991241455,9.018057823181152
goal_vs_corner,39,4rxwHJn7,2,IM_9,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.301965713500977,8.626932144165039
goal_vs_corner,40,ABcIbvu8,2,IM_9,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.7561674118042,7.884805679321289
goal_vs_corner,41,0jJj5Mme,1,IM_9,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.713793754577637,9.44167423248291
goal_vs_corner,42,ABcIbvu8,2,IM_7,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.160555839538574,9.24643325805664
goal_vs_corner,43,xx6GTsEM,1,IM_6,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,8.600059509277344,8.516731262207031
goal_vs_corner,44,r9gYBR53,1,IM_10,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.507984161376953,7.554058074951172
goal_vs_corner,45,lCaoR3AE,2,IM_13,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,8.744723320007324,7.81285285949707
goal_vs_corner,46,86u5kz2f,2,IM_11,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.972999572753906,8.410783767700195
goal_vs_corner,47,xx6GTsEM,1,IM_2,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,10.070101737976074,7.951767444610596
goal_vs_corner,48,0jJj5Mme,1,IM_1,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.385132789611816,8.966418266296387
goal_vs_corner,49,G6wyC3XE,1,IM_5,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,9.334244728088379,8.071327209472656
goal_vs_corner,50,Q3ZH0ngC,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.580470085144043,9.179765701293945
goal_vs_corner,51,E5X6KOII,2,IM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.699274063110352,9.1512451171875
goal_vs_corner,52,ULTDmEW6,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.487452507019043,10.143684387207031
goal_vs_corner,53,G6wyC3XE,2,IM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.158714294433594,8.274630546569824
goal_vs_corner,54,bks0kqIh,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.058967590332031,9.390507698059082
goal_vs_corner,55,tE2Jn2J8,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.062196731567383,9.722529411315918
goal_vs_corner,56,UcZVYDFH,1,IM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.032225608825684,9.694172859191895
goal_vs_corner,57,6LXKpLWN,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.774700164794922,9.938316345214844
goal_vs_corner,58,8rg3jFcJ,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.156388282775879,8.832136154174805
goal_vs_corner,59,IF9NUtVr,1,IM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,7.555660724639893,8.493874549865723
goal_vs_corner,60,l0uNkr78,2,IM_10,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.73987865447998,8.965235710144043
goal_vs_corner,61,0rkvoaKm,2,IM_16,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.542827606201172,8.670223236083984
goal_vs_corner,62,06FNvY2s,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.797261238098145,9.444314002990723
goal_vs_corner,63,xpER1kZQ,1,IM_5,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.437186241149902,9.854602813720703
goal_vs_corner,64,6w99xiq5,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.352790832519531,8.428969383239746
goal_vs_corner,65,6w99xiq5,1,IM_2,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.749902725219727,9.381199836730957
goal_vs_corner,66,nsbnKlSp,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.095447540283203,8.476069450378418
goal_vs_corner,67,p2XBlEqT,2,IM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.541912078857422,8.468888282775879
goal_vs_corner,68,Q3ZH0ngC,2,IM_7,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.28674030303955,9.813921928405762
goal_vs_corner,69,4rxwHJn7,1,IM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.239652633666992,8.657061576843262
goal_vs_corner,70,pOf6Wnwt,2,IM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.325394630432129,9.777175903320312
goal_vs_corner,71,vXz1jGnl,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.588457107543945,8.76673698425293
goal_vs_corner,72,xlO2e2Ra,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.908479690551758,10.223954200744629
goal_vs_corner,73,06FNvY2s,2,IM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.664020538330078,9.18087100982666
goal_vs_corner,74,r9gYBR53,2,IM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.305002212524414,10.096823692321777
goal_vs_corner,103,G6wyC3XE,2,NIM_2,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.980120658874512,9.157584190368652
goal_vs_corner,104,0jJj5Mme,2,NIM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,8.81767749786377,8.359079360961914
goal_vs_corner,105,W0KvTtjG,1,NIM_7,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.585744857788086,9.584771156311035
goal_vs_corner,106,xpER1kZQ,2,NIM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.244732856750488,8.374284744262695
goal_vs_corner,107,EPk1kLq4,2,NIM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.58354377746582,9.506071090698242
goal_vs_corner,108,rs1thcel,2,NIM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.64725112915039,9.556607246398926
goal_vs_corner,109,vVcWSKae,2,NIM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.416833877563477,8.84924602508545
goal_vs_corner,110,KMdvNjmo,1,NIM_5,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,9.604601860046387,9.736401557922363
goal_vs_corner,111,OtQpc975,1,NIM_7,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.991057395935059,8.351009368896484
goal_vs_corner,112,KMdvNjmo,1,NIM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.386247634887695,8.89207649230957
goal_vs_corner,113,6uUbMpl6,2,NIM_2,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.497123718261719,9.002843856811523
goal_vs_corner,114,OtQpc975,1,NIM_6,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.544883728027344,8.850882530212402
goal_vs_corner,115,tE2Jn2J8,2,NIM_14,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.158088684082031,10.064929008483887
goal_vs_corner,116,ULTDmEW6,2,NIM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,7.393191814422607,10.440815925598145
goal_vs_corner,117,pOf6Wnwt,2,NIM_13,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.282980918884277,8.860580444335938
goal_vs_corner,118,Yo4Xirtq,2,NIM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.257407188415527,8.935093879699707
goal_vs_corner,119,06FNvY2s,2,NIM_8,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.548530578613281,8.965263366699219
goal_vs_corner,120,pU7DyBbB,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.615917205810547,9.51609992980957
goal_vs_corner,121,bBW7eQ6s,2,NIM_2,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,8.054409980773926,9.139545440673828
goal_vs_corner,122,W0KvTtjG,1,NIM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,9.034128189086914,9.168665885925293
goal_vs_corner,123,OtQpc975,2,NIM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,9.554076194763184,8.345009803771973
goal_vs_corner,124,r9gYBR53,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,7.427549839019775,8.975785255432129
goal_vs_shot,0,0jJj5Mme,1,IM_15,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.61766242980957,9.334869384765625
goal_vs_shot,1,nsbnKlSp,2,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.028924942016602,8.428415298461914
goal_vs_shot,2,AmNbkU2m,2,IM_4,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,7.9981279373168945,8.405837059020996
goal_vs_shot,3,reYzH7wg,1,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.459123611450195,9.323233604431152
goal_vs_shot,4,OziK3ff0,1,IM_10,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.306601524353027,8.57596492767334
goal_vs_shot,5,xx6GTsEM,2,IM_1,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.155397415161133,9.295272827148438
goal_vs_shot,6,xx6GTsEM,2,IM_9,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.33907413482666,8.429688453674316
goal_vs_shot,7,UBdITpNb,1,IM_7,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.601521492004395,9.90810775756836
goal_vs_shot,8,bZhxz4I5,2,IM_3,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.69987964630127,8.587156295776367
goal_vs_shot,9,bBW7eQ6s,1,IM_2,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.599225044250488,9.680436134338379
goal_vs_shot,10,bevos1dM,2,IM_8,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.18285846710205,8.784533500671387
goal_vs_shot,11,hK46TwNp,1,IM_12,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.363484382629395,10.547762870788574
goal_vs_shot,12,ABcIbvu8,1,IM_4,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.300813674926758,9.550206184387207
goal_vs_shot,13,63fde7Re,1,IM_2,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,8.458643913269043,8.399312973022461
goal_vs_shot,14,G6wyC3XE,1,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.34625244140625,9.497633934020996
goal_vs_shot,15,GEF9XGeE,1,IM_4,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.76598834991455,9.412907600402832
goal_vs_shot,16,fN94DUin,2,IM_11,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.2926607131958,9.63016414642334
goal_vs_shot,17,63fde7Re,1,IM_6,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,7.9788818359375,8.568198204040527
goal_vs_shot,18,4rxwHJn7,2,IM_14,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.254857063293457,9.528687477111816
goal_vs_shot,19,Yo4Xirtq,1,IM_6,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.026164054870605,8.88491439819336
goal_vs_shot,20,reYzH7wg,1,IM_10,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.346071243286133,9.939881324768066
goal_vs_shot,21,0jJj5Mme,2,IM_16,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.60693645477295,9.173495292663574
goal_vs_shot,22,l0uNkr78,2,IM_4,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.41462516784668,10.543680191040039
goal_vs_shot,23,ChTFpiaS,1,IM_1,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.318974494934082,8.784900665283203
goal_vs_shot,24,0jJj5Mme,1,IM_10,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.9213228225708,11.271739959716797
goal_vs_shot,25,UcZVYDFH,2,IM_5,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.67501163482666,9.78266716003418
goal_vs_shot,26,Yo4Xirtq,2,IM_5,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.137960433959961,7.997129917144775
goal_vs_shot,27,6ZIJp6HI,2,IM_2,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.710677146911621,9.029815673828125
goal_vs_shot,28,OziK3ff0,1,IM_1,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,8.590222358703613,8.342081069946289
goal_vs_shot,29,pU7DyBbB,1,IM_3,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.991203308105469,10.002846717834473
goal_vs_shot,30,xx6GTsEM,2,IM_13,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.246613502502441,9.538843154907227
goal_vs_shot,31,nsbnKlSp,1,IM_2,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.566645622253418,10.223211288452148
goal_vs_shot,32,ChTFpiaS,2,IM_11,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.19924259185791,8.314728736877441
goal_vs_shot,33,bBW7eQ6s,1,IM_4,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.64729118347168,9.49553108215332
goal_vs_shot,34,r9gYBR53,1,IM_2,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.444657325744629,9.146334648132324
goal_vs_shot,35,ABcIbvu8,1,IM_1,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.720672607421875,9.833257675170898
goal_vs_shot,36,IwW928Oa,2,IM_15,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,9.865530967712402,9.28076457977295
goal_vs_shot,37,Ov5idmCk,1,IM_5,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.386422157287598,9.977910995483398
goal_vs_shot,38,KIMzryr9,2,IM_8,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.003395080566406,10.07349681854248
goal_vs_shot,39,4rxwHJn7,2,IM_9,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.147499084472656,8.212263107299805
goal_vs_shot,40,ABcIbvu8,2,IM_9,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,8.350826263427734,8.05200481414795
goal_vs_shot,41,0jJj5Mme,1,IM_9,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,10.024246215820312,10.100666046142578
goal_vs_shot,42,ABcIbvu8,2,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.041061401367188,9.861010551452637
goal_vs_shot,43,xx6GTsEM,1,IM_6,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.158958435058594,9.124367713928223
goal_vs_shot,44,r9gYBR53,1,IM_10,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.768644332885742,10.031907081604004
goal_vs_shot,45,lCaoR3AE,2,IM_13,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,8.62425708770752,7.646952152252197
goal_vs_shot,46,86u5kz2f,2,IM_11,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,10.299558639526367,9.597448348999023
goal_vs_shot,47,xx6GTsEM,1,IM_2,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,8.708715438842773,9.590215682983398
goal_vs_shot,48,0jJj5Mme,1,IM_1,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,9.440544128417969,9.6167573928833
goal_vs_shot,49,G6wyC3XE,1,IM_5,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,8.90115737915039,7.937228679656982
goal_vs_shot,75,xx6GTsEM,1,IM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.03372573852539,9.082552909851074
goal_vs_shot,76,pl6mcTdq,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.170980453491211,9.315773963928223
goal_vs_shot,77,OtQpc975,1,IM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,9.922301292419434,8.79782772064209
goal_vs_shot,78,ChTFpiaS,2,IM_7,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,9.97474479675293,9.434309959411621
goal_vs_shot,79,x2i73QnS,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,8.70145320892334,10.864457130432129
goal_vs_shot,80,UcZVYDFH,1,IM_15,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,8.928297996520996,9.750324249267578
goal_vs_shot,81,UBdITpNb,2,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.408526420593262,10.693764686584473
goal_vs_shot,82,G6wyC3XE,2,IM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.477116584777832,9.681238174438477
goal_vs_shot,83,ABcIbvu8,2,IM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,8.430307388305664,9.342743873596191
goal_vs_shot,84,x2i73QnS,2,IM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.063776016235352,10.61624813079834
goal_vs_shot,85,vXz1jGnl,2,IM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,8.365179061889648,8.180794715881348
goal_vs_shot,86,OtQpc975,2,IM_9,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.897194862365723,10.792072296142578
goal_vs_shot,87,OtQpc975,1,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.115277290344238,9.814798355102539
goal_vs_shot,88,8S0QVm38,1,IM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,8.260845184326172,8.0752592086792
goal_vs_shot,89,OtQpc975,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.49718952178955,9.8489408493042
goal_vs_shot,90,4rxwHJn7,2,IM_1,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,10.10447883605957,9.480960845947266
goal_vs_shot,91,4rxwHJn7,2,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,9.780499458312988,9.924503326416016
