clip_id,group_idx,clip_name,event_type,label,similarity,local_text,global_text,prompt,image_paths,answer,cf_mode,cf_prompt,cf_image_paths,cf_answer,cf_prompt_state,cf_prompt_changes
ABcIbvu8,1,IM_4,GOAL,important,0.877990,Lovely layoff for Ozil. Chiarantini once again is on the scene. It's Obamayang. It's blocked by Bertrand. But Lacazette is there. And boy did Arsenal.,lovely layoff Aubameyang for Ozil for Ozil Kieran Tierney once again is on the scene it's Aubameyang it's blocked by Bertrand but Lacazette is there and boy did Arsenal,You are watching a football match. Lovely layoff for Ozil. Chiarantini once again is on the scene. It's Obamayang. It's blocked by Bertrand. But Lacazette is there. And boy did Arsenal. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/ABcIbvu8/im/1/IM_4.png,yes,random_pair,"You are watching a football match. Tini. Mendoza, Ozil. Tini. Made room for a lovely cross. So close. So close. Yet so far from Pepe. Well, he's made his presence felt. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/ABcIbvu8/im/2/IM_1.png,no,random_pair,paired_with:ABcIbvu8__2__IM_1
G6wyC3XE,1,IM_7,GOAL,important,0.464370,"Andy Robertson manages to pull it back, it's gone all the way across and Neto! Stuns Anfield with an equaliser right on the brink of...","and manages to pull it back, it's gone all the way across, and Nitto!","You are watching a football match. Andy Robertson manages to pull it back, it's gone all the way across and Neto! Stuns Anfield with an equaliser right on the brink of... Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/G6wyC3XE/im/1/IM_7.png,yes,random_pair,"You are watching a football match. Given some of his heroics of previous seasons, here he comes, Atenanta's very own pocket rocket to try and whip it into the top court. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/x2i73QnS/im/2/IM_4.png,no,random_pair,paired_with:x2i73QnS__2__IM_4
GEF9XGeE,1,IM_4,GOAL,important,0.609006,In up! That's a sensational goal!,that's a sensational goal,You are watching a football match. In up! That's a sensational goal! Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/GEF9XGeE/im/1/IM_4.png,yes,random_pair,You are watching a football match. I used to take a ball. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/G6wyC3XE/im/2/IM_1.png,no,random_pair,paired_with:G6wyC3XE__2__IM_1
fN94DUin,2,IM_11,GOAL,important,0.970647,"28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in!",28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka.,"You are watching a football match. 28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/fN94DUin/im/2/IM_11.png,yes,random_pair,"You are watching a football match. Malinowski with the corner. Muriel's effort came off Licojani's who clears it towards Simeone, well read by Freuler. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/rs1thcel/nim/2/NIM_4.png,no,random_pair,paired_with:rs1thcel__2__NIM_4
4rxwHJn7,2,IM_14,GOAL,important,0.335536,As Diwala delivers! And Dilic makes up.,As Dubal delivers! And De Ligt makes absolutely short.,You are watching a football match. As Diwala delivers! And Dilic makes up. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/4rxwHJn7/im/2/IM_14.png,yes,random_pair,You are watching a football match. Allen now with a cross towards Llorent. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/06FNvY2s/nim/2/NIM_2.png,no,random_pair,paired_with:06FNvY2s__2__NIM_2
Yo4Xirtq,1,IM_6,GOAL,important,0.749742,"I'll see whether Leno can stop it. Here's the steady run up and a little place into the corner. And it's Mr Corr listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal down to ten men.","We'll see whether Leno can stop it. Here's the steady run-up. And a little place into the corner. And he's missed a call, isn't he, from the penalty spot, Giorginio.","You are watching a football match. I'll see whether Leno can stop it. Here's the steady run up and a little place into the corner. And it's Mr Corr listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal down to ten men. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/Yo4Xirtq/im/1/IM_6.png,yes,random_pair,"You are watching a football match. Now we're here to hear you, now we're here. Now we're here to hear you, now we're here. Oh, danger from Davidovits. Luis Morial is on to this. A real golden chance. And Luis Morial has spurred it. Confusion abounds. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/xx6GTsEM/im/1/IM_1.png,no,random_pair,paired_with:xx6GTsEM__1__IM_1
0jJj5Mme,2,IM_16,GOAL,important,1.000000,This is becoming something very noteworthy. Six goals to nil on the road.,This is becoming something very noteworthy. Six goals to nil on the road.,You are watching a football match. This is becoming something very noteworthy. Six goals to nil on the road. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/0jJj5Mme/im/2/IM_16.png,yes,random_pair,You are watching a football match. Riyad Mahrez handy from this range but he's only on the bench today. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/ChTFpiaS/nim/1/NIM_2.png,no,random_pair,paired_with:ChTFpiaS__1__NIM_2
l0uNkr78,2,IM_4,GOAL,important,0.796239,Watch the ball end up in the back of the net. Wow.,the ball end up in the back of the net.,You are watching a football match. Watch the ball end up in the back of the net. Wow. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/l0uNkr78/im/2/IM_4.png,yes,random_pair,"You are watching a football match. Salah. Tipped in by Henderson, they're lining up at the far first. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/OW4kbPoI/im/1/IM_3.png,no,random_pair,paired_with:OW4kbPoI__1__IM_3
ChTFpiaS,1,IM_1,GOAL,important,0.952936,"Romeo, Danny Ings, and Redmond has no one to hit in the middle, has to wait for support, including Armstrong, and it's dropped and Wattrouse pounces. A rare moment of joy in a miserable week for Southampton.",Romeo Danny Ings and Redmond has no one to hit in the middle has to wait for support including Armstrong and it's dropped and Ward Troush pounces a rare moment of joy in a miserable week for Southampton,"You are watching a football match. Romeo, Danny Ings, and Redmond has no one to hit in the middle, has to wait for support, including Armstrong, and it's dropped and Wattrouse pounces. A rare moment of joy in a miserable week for Southampton. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/ChTFpiaS/im/1/IM_1.png,yes,random_pair,"You are watching a football match. Even by their own lofty standards of the past, this team is setting new marks. Tuesday's result in Salzburg took care of one issue. Now the concentration switches to the three competitions they're involved in over Christmas. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/W0KvTtjG/nim/1/NIM_6.png,no,random_pair,paired_with:W0KvTtjG__1__NIM_6
0jJj5Mme,1,IM_10,GOAL,important,0.976865,A wonderful strike from the edge of the box. Atalanta have been rampant and now they have a second goal to show.,a wonderful strike from the edge of the box Atalanta have been rampant and now they have a second goal to show for it,You are watching a football match. A wonderful strike from the edge of the box. Atalanta have been rampant and now they have a second goal to show. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/0jJj5Mme/im/1/IM_10.png,yes,random_pair,"You are watching a football match. Travelled a long way, under, close down, under again, under! Golini parries the ball away, under, Jekyll, no power on the header. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/63fde7Re/nim/2/NIM_2.png,no,random_pair,paired_with:63fde7Re__2__NIM_2
UcZVYDFH,2,IM_5,GOAL,important,1.000000,Against Ospina. Rolled into the corner from Andrea Bellotti. He may have missed three of his last four penalties.,Against Ospina. Rolled into the corner from Andrea Bellotti. He may have missed three of his last four penalties.,You are watching a football match. Against Ospina. Rolled into the corner from Andrea Bellotti. He may have missed three of his last four penalties. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/UcZVYDFH/im/2/IM_5.png,yes,random_pair,You are watching a football match. And Ronaldo couldn't quite get there in time. Fiorentina hang on by their fingertips. What a save this is. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/4rxwHJn7/im/2/IM_2.png,no,random_pair,paired_with:4rxwHJn7__2__IM_2
OziK3ff0,1,IM_1,GOAL,important,0.844092,"It seems it's going to be able to be sustained. This is Cigarini now, looking for the options. A lot of space, but Nyangolam works it through. Oh, yes! Oh, what a goal! Cagliari ripped Fiorentina open. And that is Champions League quality football.",It seems it's going to be able to be sustained. This is Cigarini now. Looking for the options. A lot of space. But Nyangolam works it through. Rob. Oh yes. Oh what a goal. Cagliari ripped Fiorentina open.,"You are watching a football match. It seems it's going to be able to be sustained. This is Cigarini now, looking for the options. A lot of space, but Nyangolam works it through. Oh, yes! Oh, what a goal! Cagliari ripped Fiorentina open. And that is Champions League quality football. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/OziK3ff0/im/1/IM_1.png,yes,random_pair,"You are watching a football match. It will be a corner. Some pieces can see plenty of goals last season. It's not a habit that they'll continue this, they've got away with that one. That was the big talk of last season, certainly before Christmas. Marco Silva and Zolo Markin. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/EPk1kLq4/nim/2/NIM_1.png,no,random_pair,paired_with:EPk1kLq4__2__NIM_1
pU7DyBbB,1,IM_3,GOAL,important,0.894841,"Lucas Leiva getting forward, Carola gets the first cross in, just follows it up and there's the finish, no chance for the goalkeeper, Gallini. Caicedo does really well for him as well.",Lucas Leva getting forward Pirolo gets the first cross in just follows it up and there's the finish no chance for the goalkeeper Gallini Caicedo does really well for him as well,"You are watching a football match. Lucas Leiva getting forward, Carola gets the first cross in, just follows it up and there's the finish, no chance for the goalkeeper, Gallini. Caicedo does really well for him as well. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/pU7DyBbB/im/1/IM_3.png,yes,random_pair,"You are watching a football match. Abata Ferrara, there is return. That's a very poor corner which Spal didn't deal with but tired legs out there. Florenci, hopeful ball into the box. Dzeko the header on. Dumis gathers. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/0rkvoaKm/im/2/IM_16.png,no,random_pair,paired_with:0rkvoaKm__2__IM_16
xx6GTsEM,2,IM_13,GOAL,important,0.854898,Alamino. It's a lovely little threat. Jim City! Atalanta has won it at the deck!,Alamino puts it in it's a lovely little threat Jim City Atalanta have won it at the deck,You are watching a football match. Alamino. It's a lovely little threat. Jim City! Atalanta has won it at the deck! Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/xx6GTsEM/im/2/IM_13.png,yes,random_pair,You are watching a football match. Hard to say where it was going before Pizek Anit dived in front of it. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/06FNvY2s/nim/2/NIM_8.png,no,random_pair,paired_with:06FNvY2s__2__NIM_8
nsbnKlSp,1,IM_2,GOAL,important,0.980472,Here's Vecino. Now Perisic looking to float that cross into Martinez. And Vecino hammers it home.,here's Vecino now Perisic looking to float that cross into Martinez and Vecino hammers it home,You are watching a football match. Here's Vecino. Now Perisic looking to float that cross into Martinez. And Vecino hammers it home. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/nsbnKlSp/im/1/IM_2.png,yes,random_pair,"You are watching a football match. They're out swinging, corner, a good header by Jim City. Good noise though in the stadium. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/Q3ZH0ngC/im/2/IM_7.png,no,random_pair,paired_with:Q3ZH0ngC__2__IM_7
ChTFpiaS,2,IM_11,GOAL,important,0.921123,Foden. Foden. Anchor leader. It's up there for Jesus. It might fall for City. He does. Manchester City find a way through.,Foden Foden anchor leader it's up there for Jesus it might fall for City it does Manchester City find a way through,You are watching a football match. Foden. Foden. Anchor leader. It's up there for Jesus. It might fall for City. He does. Manchester City find a way through. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/ChTFpiaS/im/2/IM_11.png,yes,random_pair,"You are watching a football match. Best in the world at that kind of ball, isn't it, Kevin De Broyder? Haselic lost it, chance here for Gabriel Jesus. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/Q3ZH0ngC/nim/1/NIM_4.png,no,random_pair,paired_with:Q3ZH0ngC__1__NIM_4
bBW7eQ6s,1,IM_4,GOAL,important,0.960185,"Spots of rain falling from the sky on Zapata. Finally bundles it over the line. It looked as if the chance had gone, but finally he found a way to get the ball over the line.",Spits and spots of rain falling from the sky. And Zapata. Finally bundles it over the line. It looked as if the chance had gone. But finally. He found a way to get the ball over the line.,"You are watching a football match. Spots of rain falling from the sky on Zapata. Finally bundles it over the line. It looked as if the chance had gone, but finally he found a way to get the ball over the line. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/bBW7eQ6s/im/1/IM_4.png,yes,random_pair,"You are watching a football match. Gomez whips it into the near post with a flick on, Musso with a brilliant stop. Danger's not over, Zapata trying to bustle his way through. He comes to the corner taker, Gomez. The first time. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/6w99xiq5/im/1/IM_2.png,no,random_pair,paired_with:6w99xiq5__1__IM_2
r9gYBR53,1,IM_2,GOAL,important,0.920617,"Hernandez losing out there. Sanabria. Decent run, it's a good ball made. And there's the opening goal. And it's tucked away by Goran Pande.",but Hernandez losing out there. Sanabria. Decent run from Mizra. Good ball made. And there's the opening goal. And it's tucked away by Goran Pandev.,"You are watching a football match. Hernandez losing out there. Sanabria. Decent run, it's a good ball made. And there's the opening goal. And it's tucked away by Goran Pande. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/r9gYBR53/im/1/IM_2.png,yes,random_pair,You are watching a football match. Pjanic with it. Goalkeeper stays back. Goalkeeper stays back. And Ronaldo heads in. Juve's savior. 13 minutes to go. A man down. And there's... Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/p2XBlEqT/im/2/IM_9.png,no,random_pair,paired_with:p2XBlEqT__2__IM_9
ABcIbvu8,1,IM_1,GOAL,important,0.984416,"Ward Prowse, Bertrand, Redmond. It's going to be a free kick in fact. The referee happy for Southampton to take it quickly. It's Danny Ings! And it's a brilliant start for Southampton!",Ward-Prowse. Bertrand. Redmond. It's going to be a free kick in fact. The referee happy for Southampton to take it quickly. It's Danny Ings! And it's a brilliant start for Southampton.,"You are watching a football match. Ward Prowse, Bertrand, Redmond. It's going to be a free kick in fact. The referee happy for Southampton to take it quickly. It's Danny Ings! And it's a brilliant start for Southampton! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/ABcIbvu8/im/1/IM_1.png,yes,random_pair,"You are watching a football match. Zapatka is joined by Pazilic, Hatabur. Castagne in the area. Ball swung in at the near post, it's flicked on, and it's still there that nobody can bang it home for Atalanta. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/OtQpc975/im/1/IM_2.png,no,random_pair,paired_with:OtQpc975__1__IM_2
IwW928Oa,2,IM_15,GOAL,important,0.996251,"Slides it into the back of the net. City cruising, one of their easiest and best away performances.",Slides it into the back of the net. City cruising. One of their easiest and best away performances.,"You are watching a football match. Slides it into the back of the net. City cruising, one of their easiest and best away performances. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/IwW928Oa/im/2/IM_15.png,yes,random_pair,"You are watching a football match. Malinowski with the corner. Muriel's effort came off Licojani's who clears it towards Simeone, well read by Freuler. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/rs1thcel/nim/2/NIM_4.png,no,random_pair,paired_with:rs1thcel__2__NIM_4
Ov5idmCk,1,IM_5,GOAL,important,0.571857,Brilliant finish. Ospina beaten by Giacomo Bonaventura. And Milan have the lead at the San Paolo. What a magnificent finish this is.,Brilliant finish. What a magnificent finish this is.,You are watching a football match. Brilliant finish. Ospina beaten by Giacomo Bonaventura. And Milan have the lead at the San Paolo. What a magnificent finish this is. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/Ov5idmCk/im/1/IM_5.png,yes,random_pair,"You are watching a football match. Travelled a long way, under, close down, under again, under! Golini parries the ball away, under, Jekyll, no power on the header. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/63fde7Re/nim/2/NIM_2.png,no,random_pair,paired_with:63fde7Re__2__NIM_2
4rxwHJn7,2,IM_9,GOAL,important,0.714727,Two up. Chirintina need a hero. And Ronaldo beat Strongovski with ease. Six points will be the margin. As Juve ease into a comfortable lead both here and for now at least in the Serie A.,And he's got a goal. He's got a goal. He's got a goal. He's got a goal. He's got a goal. Six points will be the margin. As Juve ease into a comfortable lead both here and for now at least in the Serie A table.,You are watching a football match. Two up. Chirintina need a hero. And Ronaldo beat Strongovski with ease. Six points will be the margin. As Juve ease into a comfortable lead both here and for now at least in the Serie A. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/4rxwHJn7/im/2/IM_9.png,yes,random_pair,"You are watching a football match. Gomez whips it into the near post with a flick on, Musso with a brilliant stop. Danger's not over, Zapata trying to bustle his way through. He comes to the corner taker, Gomez. The first time. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/6w99xiq5/im/1/IM_2.png,no,random_pair,paired_with:6w99xiq5__1__IM_2
ABcIbvu8,2,IM_9,GOAL,important,0.873948,Arsenal so unconvincing. Fabien helps it on them. Martinelli now. Can they grab a late equaliser still? They can! It's Lacazette who has put it in.,Arsenal so unconvincing Abambia helps it on them Martinelli now can they grab a late equaliser still they can it's Lacazette who has put it in,You are watching a football match. Arsenal so unconvincing. Fabien helps it on them. Martinelli now. Can they grab a late equaliser still? They can! It's Lacazette who has put it in. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/ABcIbvu8/im/2/IM_9.png,yes,random_pair,"You are watching a football match. This is Rafael Toloi. Kacilic, Gomez, Muriel, have a turn. Gomez can hit it! And it very nearly turned into an own goal from Robin Olsen. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/rs1thcel/im/1/IM_7.png,no,random_pair,paired_with:rs1thcel__1__IM_7
0jJj5Mme,1,IM_9,GOAL,important,0.748102,"There's the corner, big header out, comes to Kersen! A wonderful strike from the edge of the box.",there's the corner big header out comes to Kurssen a wonderful strike from the edge of the box,"You are watching a football match. There's the corner, big header out, comes to Kersen! A wonderful strike from the edge of the box. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/0jJj5Mme/im/1/IM_9.png,yes,random_pair,"You are watching a football match. Malinowski with the corner. Muriel's effort came off Licojani's who clears it towards Simeone, well read by Freuler. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/rs1thcel/nim/2/NIM_4.png,no,random_pair,paired_with:rs1thcel__2__NIM_4
