clip_id,group_idx,clip_name,event_type,label,similarity,local_text,global_text,prompt,image_paths,answer,cf_mode,cf_prompt,cf_image_paths,cf_answer,cf_prompt_state,cf_prompt_changes
bevos1dM,2,IM_8,GOAL,important,0.885495,"Kometic puts out Hudson-Odoi. Nicely weighted ball to Willian. And it's Christian Pulisic into the danger area, it's in! Well, that's for the quota might have got the final...","Kovacic picks out Hudson-Odoi. Nicely weighted ball to Willian, and it's Christian Toulisic into the danger area, it's in!","You are watching a football match. Kometic puts out Hudson-Odoi. Nicely weighted ball to Willian. And it's Christian Pulisic into the danger area, it's in! Well, that's for the quota might have got the final... What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/bevos1dM/im/2/IM_8.png,goal,both,"You are watching a football match. Kometic puts if Hudson-Odoi. Nicely weighted ball to Willian. And right's Christian Pulisic into right danger area, it's in! Well, that's for the quota might have got my final... What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/bevos1dM/im/2/IM_8.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:OTHER:length_1]:out->if; sentence_3[dataset_sample:pos_bucket:OTHER:length_1]:it->right; sentence_4[dataset_sample:pos_bucket:OTHER:length_1]:the->my; sentence_3[dataset_sample:pos_bucket:OTHER:length_1]:the->right
hK46TwNp,1,IM_12,GOAL,important,0.847231,"And that second one, brilliant from Lacazette. It really is. Good pass for Chongen there with that one as well. Wonderful strike to Finlay.",and that second one brilliant from Lacazette it really is goes past for Chongan there with that one as well wonderful strike,"You are watching a football match. And that second one, brilliant from Lacazette. It really is. Good pass for Chongen there with that one as well. Wonderful strike to Finlay. What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/hK46TwNp/im/1/IM_12.png,goal,both,"You are watching a football match. By that second one, brilliant from Lacazette. It really is. Good pass for Chongen online with that one as well. Wonderful strike to Seria. What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/hK46TwNp/im/1/IM_12.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:OTHER:length_1]:And->By; sentence_4[dataset_sample:pos_bucket:PROPN:length_2]:Finlay->Seria; sentence_3[dataset_sample:pos_bucket:ADV:length_1]:there->online
ABcIbvu8,1,IM_4,GOAL,important,0.877990,Lovely layoff for Ozil. Chiarantini once again is on the scene. It's Obamayang. It's blocked by Bertrand. But Lacazette is there. And boy did Arsenal.,lovely layoff Aubameyang for Ozil for Ozil Kieran Tierney once again is on the scene it's Aubameyang it's blocked by Bertrand but Lacazette is there and boy did Arsenal,You are watching a football match. Lovely layoff for Ozil. Chiarantini once again is on the scene. It's Obamayang. It's blocked by Bertrand. But Lacazette is there. And boy did Arsenal. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites/ABcIbvu8/im/1/IM_4.png,goal,both,You are watching a football match. Lovely tucks for Ozil. Chiarantini once again is on the defense. It's Obamayang. It's blocked by Demiral. But Lacazette is there. And boy did Arsenal. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/ABcIbvu8/im/1/IM_4.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:NOUN:length_2]:layoff->tucks; sentence_2[dataset_sample:pos_bucket:NOUN:length_1]:scene->defense; sentence_4[dataset_sample:pos_bucket:PROPN:length_2]:Bertrand->Demiral
63fde7Re,1,IM_2,GOAL,important,0.973480,"Of course, Lorenzo Pellegrini. Another Roma youth player and Roman born. Here comes the young Turk, Under. Cuts back inside, decent delivery, back here! OOOOOOOOH! What a goal from Pastore! That is well clear!","Of course, Lorenzo Pellegrini. Another Roma youth player and Roman born. Here comes a young Turk, Under. Cuts back inside. Decent delivery, back here! Oh! What a goal from Pastore! That is world class!","You are watching a football match. Of course, Lorenzo Pellegrini. Another Roma youth player and Roman born. Here comes the young Turk, Under. Cuts back inside, decent delivery, back here! OOOOOOOOH! What a goal from Pastore! That is well clear! What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/63fde7Re/im/1/IM_2.png,goal,both,"You are watching a football match. Of course, Lorenzo Pellegrini. Another José youth player and Roman born. More comes the young Turk, Under. Cuts back inside, decent stack, back here! DIKARMADÉ! What a goal from Pastore! That is well clear! What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/63fde7Re/im/1/IM_2.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_4[dataset_sample:pos_bucket:NOUN:length_1]:delivery->stack; sentence_2[dataset_sample:pos_bucket:PROPN:length_2]:Roma->José; sentence_3[dataset_sample:pos_bucket:ADV:length_1]:Here->More; sentence_5[dataset_sample:pos_bucket:PROPN:length_5]:OOOOOOOOH->DIKARMADÉ
G6wyC3XE,1,IM_7,GOAL,important,0.464370,"Andy Robertson manages to pull it back, it's gone all the way across and Neto! Stuns Anfield with an equaliser right on the brink of...","and manages to pull it back, it's gone all the way across, and Nitto!","You are watching a football match. Andy Robertson manages to pull it back, it's gone all the way across and Neto! Stuns Anfield with an equaliser right on the brink of... What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/G6wyC3XE/im/1/IM_7.png,goal,both,"You are watching a football match. Andy Robertson manages to pull it back, it's gone all the way purely and Neto! Stuns Anfield both an rigours right on the brink of... What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/G6wyC3XE/im/1/IM_7.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_2[dataset_sample:pos_bucket:NOUN:length_2]:equaliser->rigours; sentence_1[dataset_sample:pos_bucket:ADV:length_2]:across->purely; sentence_2[dataset_sample:pos_bucket:OTHER:length_1]:with->both
GEF9XGeE,1,IM_4,GOAL,important,0.609006,In up! That's a sensational goal!,that's a sensational goal,You are watching a football match. In up! That's a sensational goal! What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites/GEF9XGeE/im/1/IM_4.png,goal,both,You are watching a football match. לה up! That's a sensational goal! What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/GEF9XGeE/im/1/IM_4.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:OTHER:length_1]:In->לה
fN94DUin,2,IM_11,GOAL,important,0.970647,"28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in!",28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka.,"You are watching a football match. 28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in! What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/fN94DUin/im/2/IM_11.png,goal,both,"You are watching a football match. 28 bug between them now this season. 25 of those seeing Serie A. That's Zilinski, oh it's in! What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/fN94DUin/im/2/IM_11.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:NOUN:length_1]:goals->bug; sentence_3[dataset_sample:pos_bucket:PROPN:length_3]:Kuchka->Zilinski
63fde7Re,1,IM_6,GOAL,important,0.645654,"Ancini, that's done. Jump into midfield again, Atalanta win it in there. Off they go again, spreading the play, Roma stretched once more. Zapata's got the pace here, maybe. Gets a shot away off the pause! And it turns!",Zapat has got the pace here maybe. Gets a shot away off the post. And it turns home. Castan following up. And Atalanta deservedly back on level terms. Well you've got to say that was coming. Roma were slack at the back. And Zapatan. Didn't need to be asked twice to fire off the shot. Castan following up. Well you've got to say that was coming.,"You are watching a football match. Ancini, that's done. Jump into midfield again, Atalanta win it in there. Off they go again, spreading the play, Roma stretched once more. Zapata's got the pace here, maybe. Gets a shot away off the pause! And it turns! What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/63fde7Re/im/1/IM_6.png,goal,both,"You are watching a football match. Ancini, that's done. Jump into midfield again, Atalanta connect it in sort. Off they go again, dared the play, Roma stretched about more. Zapata's got eight pace here, maybe. Gets a shot away off the pause! And it turns! What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/63fde7Re/im/1/IM_6.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_2[dataset_sample:pos_bucket:VERB:length_1]:win->connect; sentence_3[dataset_sample:pos_bucket:ADV:length_1]:once->about; sentence_3[dataset_sample:pos_bucket:VERB:length_2]:spreading->dared; sentence_4[dataset_sample:pos_bucket:OTHER:length_1]:the->eight; sentence_2[dataset_sample:pos_bucket:ADV:length_1]:there->sort
4rxwHJn7,2,IM_14,GOAL,important,0.335536,As Diwala delivers! And Dilic makes up.,As Dubal delivers! And De Ligt makes absolutely short.,You are watching a football match. As Diwala delivers! And Dilic makes up. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites/4rxwHJn7/im/2/IM_14.png,goal,both,You are watching a football match. As Ranci delivers! And Dilic makes up. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/4rxwHJn7/im/2/IM_14.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:PROPN:length_3]:Diwala->Ranci
Yo4Xirtq,1,IM_6,GOAL,important,0.749742,"I'll see whether Leno can stop it. Here's the steady run up and a little place into the corner. And it's Mr Corr listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal down to ten men.","We'll see whether Leno can stop it. Here's the steady run-up. And a little place into the corner. And he's missed a call, isn't he, from the penalty spot, Giorginio.","You are watching a football match. I'll see whether Leno can stop it. Here's the steady run up and a little place into the corner. And it's Mr Corr listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal down to ten men. What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/Yo4Xirtq/im/1/IM_6.png,goal,both,"You are watching a football match. I'll see whether Leno can stop it. Here's the safe stroke up and a little place into the corner. And anything's Mr Shakov listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal mighty to ten men. What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/Yo4Xirtq/im/1/IM_6.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_3[dataset_sample:pos_bucket:OTHER:length_1]:it->anything; sentence_3[dataset_sample:pos_bucket:PROPN:length_2]:Corr->Shakov; sentence_4[dataset_sample:pos_bucket:ADV:length_1]:down->mighty; sentence_2[dataset_sample:pos_bucket:NOUN:length_1]:run->stroke; sentence_2[dataset_sample:pos_bucket:ADJ:length_1]:steady->safe
reYzH7wg,1,IM_10,GOAL,important,0.732830,It's his favorite foot and he powered it in. Szczesny can only power it out dangerously back into the middle.,It's his favoured foot. And he powered it in. Czesny could only parry it out dangerously back into the middle.,You are watching a football match. It's his favorite foot and he powered it in. Szczesny can only power it out dangerously back into the middle. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites/reYzH7wg/im/1/IM_10.png,goal,both,You are watching a football match. Um's his favorite foot and he powered it in. Szczesny can once power it out dangerously particularly into the middle. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/reYzH7wg/im/1/IM_10.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_2[dataset_sample:pos_bucket:ADV:length_1]:back->particularly; sentence_1[dataset_sample:pos_bucket:OTHER:length_1]:It->Um; sentence_2[dataset_sample:pos_bucket:ADV:length_1]:only->once
0jJj5Mme,2,IM_16,GOAL,important,1.000000,This is becoming something very noteworthy. Six goals to nil on the road.,This is becoming something very noteworthy. Six goals to nil on the road.,You are watching a football match. This is becoming something very noteworthy. Six goals to nil on the road. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites/0jJj5Mme/im/2/IM_16.png,goal,both,You are watching a football match. This is becoming by very noteworthy. Six channels to nil on the road. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/0jJj5Mme/im/2/IM_16.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_2[dataset_sample:pos_bucket:NOUN:length_1]:goals->channels; sentence_1[dataset_sample:pos_bucket:OTHER:length_1]:something->by
l0uNkr78,2,IM_4,GOAL,important,0.796239,Watch the ball end up in the back of the net. Wow.,the ball end up in the back of the net.,You are watching a football match. Watch the ball end up in the back of the net. Wow. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites/l0uNkr78/im/2/IM_4.png,goal,both,You are watching a football match. Watch the ball end up in the problem of the net. Six. What type of football event is shown? Answer goal or corner.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/l0uNkr78/im/2/IM_4.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:NOUN:length_1]:back->problem; sentence_2[dataset_sample:pos_bucket:OTHER:length_1]:Wow->Six
ChTFpiaS,1,IM_1,GOAL,important,0.952936,"Romeo, Danny Ings, and Redmond has no one to hit in the middle, has to wait for support, including Armstrong, and it's dropped and Wattrouse pounces. A rare moment of joy in a miserable week for Southampton.",Romeo Danny Ings and Redmond has no one to hit in the middle has to wait for support including Armstrong and it's dropped and Ward Troush pounces a rare moment of joy in a miserable week for Southampton,"You are watching a football match. Romeo, Danny Ings, and Redmond has no one to hit in the middle, has to wait for support, including Armstrong, and it's dropped and Wattrouse pounces. A rare moment of joy in a miserable week for Southampton. What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites/ChTFpiaS/im/1/IM_1.png,goal,both,"You are watching a football match. Romeo, Danny Ings, and Redmond filled no one to hit in the middle, has to wait for support, fly Armstrong, and it's dropped another Kourame pounces. A rare moment of joy in a miserable week for Southampton. What type of football event is shown? Answer goal or corner.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/ChTFpiaS/im/1/IM_1.png,corner,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise+goal_vs_corner,sentence_1[dataset_sample:pos_bucket:OTHER:length_1]:and->another; sentence_1[dataset_sample:pos_bucket:VERB:length_1]:including->fly; sentence_1[dataset_sample:pos_bucket:VERB:length_1]:has->filled; sentence_1[dataset_sample:pos_bucket:PROPN:length_3]:Wattrouse->Kourame
