clip_id,group_idx,clip_name,event_type,label,similarity,local_text,global_text,prompt,image_paths,answer,cf_mode,cf_prompt,cf_image_paths,cf_answer,cf_prompt_state,cf_prompt_changes
bevos1dM,2,IM_8,GOAL,important,0.885495,"Kometic puts out Hudson-Odoi. Nicely weighted ball to Willian. And it's Christian Pulisic into the danger area, it's in! Well, that's for the quota might have got the final...","Kovacic picks out Hudson-Odoi. Nicely weighted ball to Willian, and it's Christian Toulisic into the danger area, it's in!","You are watching a football match. Kometic puts out Hudson-Odoi. Nicely weighted ball to Willian. And it's Christian Pulisic into the danger area, it's in! Well, that's for the quota might have got the final... Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/bevos1dM/im/2/IM_8.png,yes,both,"You are watching a football match. Kometic puts first Hudson-Odoi. Nicely weighted ball to Willian. And out's Christian Pulisic into quality danger area, it's in! Well, that's for the quota might have got nor final... Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/bevos1dM/im/2/IM_8.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_1]:out->first; sentence_3[dataset_sample:length_1]:it->out; sentence_4[dataset_sample:length_1]:the->nor; sentence_3[dataset_sample:length_1]:the->quality
hK46TwNp,1,IM_12,GOAL,important,0.847231,"And that second one, brilliant from Lacazette. It really is. Good pass for Chongen there with that one as well. Wonderful strike to Finlay.",and that second one brilliant from Lacazette it really is goes past for Chongan there with that one as well wonderful strike,"You are watching a football match. And that second one, brilliant from Lacazette. It really is. Good pass for Chongen there with that one as well. Wonderful strike to Finlay. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/hK46TwNp/im/1/IM_12.png,yes,both,"You are watching a football match. Corner that second one, brilliant from Lacazette. It really is. Good pass for Chongen minutes with that one as well. Wonderful strike to Cornered. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/hK46TwNp/im/1/IM_12.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_1]:And->Corner; sentence_4[dataset_sample:length_2]:Finlay->Cornered; sentence_3[dataset_sample:length_1]:there->minutes
ABcIbvu8,1,IM_4,GOAL,important,0.877990,Lovely layoff for Ozil. Chiarantini once again is on the scene. It's Obamayang. It's blocked by Bertrand. But Lacazette is there. And boy did Arsenal.,lovely layoff Aubameyang for Ozil for Ozil Kieran Tierney once again is on the scene it's Aubameyang it's blocked by Bertrand but Lacazette is there and boy did Arsenal,You are watching a football match. Lovely layoff for Ozil. Chiarantini once again is on the scene. It's Obamayang. It's blocked by Bertrand. But Lacazette is there. And boy did Arsenal. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/ABcIbvu8/im/1/IM_4.png,yes,both,You are watching a football match. Lovely parried for Ozil. Chiarantini once again is on the picked. It's Obamayang. It's blocked by Concentration. But Lacazette is there. And boy did Arsenal. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/ABcIbvu8/im/1/IM_4.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_2]:layoff->parried; sentence_2[dataset_sample:length_1]:scene->picked; sentence_4[dataset_sample:length_2]:Bertrand->Concentration
63fde7Re,1,IM_2,GOAL,important,0.973480,"Of course, Lorenzo Pellegrini. Another Roma youth player and Roman born. Here comes the young Turk, Under. Cuts back inside, decent delivery, back here! OOOOOOOOH! What a goal from Pastore! That is well clear!","Of course, Lorenzo Pellegrini. Another Roma youth player and Roman born. Here comes a young Turk, Under. Cuts back inside. Decent delivery, back here! Oh! What a goal from Pastore! That is world class!","You are watching a football match. Of course, Lorenzo Pellegrini. Another Roma youth player and Roman born. Here comes the young Turk, Under. Cuts back inside, decent delivery, back here! OOOOOOOOH! What a goal from Pastore! That is well clear! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/63fde7Re/im/1/IM_2.png,yes,both,"You are watching a football match. Of course, Lorenzo Pellegrini. Another Clears youth player great Roman born. Another comes the young Turk, Under. Cuts back inside, decent and, back here! OOOOOOOOH! What a goal from Pastore! That is well clear! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/63fde7Re/im/1/IM_2.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_4[dataset_sample:length_1]:delivery->and; sentence_2[dataset_sample:length_2]:Roma->Clears; sentence_3[dataset_sample:length_1]:Here->Another; sentence_2[dataset_sample:length_1]:and->great
G6wyC3XE,1,IM_7,GOAL,important,0.464370,"Andy Robertson manages to pull it back, it's gone all the way across and Neto! Stuns Anfield with an equaliser right on the brink of...","and manages to pull it back, it's gone all the way across, and Nitto!","You are watching a football match. Andy Robertson manages to pull it back, it's gone all the way across and Neto! Stuns Anfield with an equaliser right on the brink of... Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/G6wyC3XE/im/1/IM_7.png,yes,both,"You are watching a football match. Andy Robertson manages to pull it back, it's gone all the way follows and Neto! Stuns Anfield below an hoists right on the brink of... Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/G6wyC3XE/im/1/IM_7.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_2[dataset_sample:length_2]:equaliser->hoists; sentence_1[dataset_sample:length_2]:across->follows; sentence_2[dataset_sample:length_1]:with->below
GEF9XGeE,1,IM_4,GOAL,important,0.609006,In up! That's a sensational goal!,that's a sensational goal,You are watching a football match. In up! That's a sensational goal! Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/GEF9XGeE/im/1/IM_4.png,yes,both,You are watching a football match. Grab up! That's a sensational goal! Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/GEF9XGeE/im/1/IM_4.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_1]:In->Grab
fN94DUin,2,IM_11,GOAL,important,0.970647,"28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in!",28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka.,"You are watching a football match. 28 goals between them now this season. 25 of those seeing Serie A. That's Kuchka, oh it's in! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/fN94DUin/im/2/IM_11.png,yes,both,"You are watching a football match. 28 make between them now this season. 25 of those seeing Serie A. That's Suresnik, oh it's in! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/fN94DUin/im/2/IM_11.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_1]:goals->make; sentence_3[dataset_sample:length_3]:Kuchka->Suresnik
63fde7Re,1,IM_6,GOAL,important,0.645654,"Ancini, that's done. Jump into midfield again, Atalanta win it in there. Off they go again, spreading the play, Roma stretched once more. Zapata's got the pace here, maybe. Gets a shot away off the pause! And it turns!",Zapat has got the pace here maybe. Gets a shot away off the post. And it turns home. Castan following up. And Atalanta deservedly back on level terms. Well you've got to say that was coming. Roma were slack at the back. And Zapatan. Didn't need to be asked twice to fire off the shot. Castan following up. Well you've got to say that was coming.,"You are watching a football match. Ancini, that's done. Jump into midfield again, Atalanta win it in there. Off they go again, spreading the play, Roma stretched once more. Zapata's got the pace here, maybe. Gets a shot away off the pause! And it turns! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/63fde7Re/im/1/IM_6.png,yes,both,"You are watching a football match. Ancini, that's done. Jump into midfield again, Atalanta taken it in reach. Off they go again, penalties the play, Roma stretched unable more. Zapata's got football pace here, maybe. Gets a shot away off the pause! And it turns! Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/63fde7Re/im/1/IM_6.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_2[dataset_sample:length_1]:win->taken; sentence_3[dataset_sample:length_1]:once->unable; sentence_3[dataset_sample:length_2]:spreading->penalties; sentence_4[dataset_sample:length_1]:the->football; sentence_2[dataset_sample:length_1]:there->reach
4rxwHJn7,2,IM_14,GOAL,important,0.335536,As Diwala delivers! And Dilic makes up.,As Dubal delivers! And De Ligt makes absolutely short.,You are watching a football match. As Diwala delivers! And Dilic makes up. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/4rxwHJn7/im/2/IM_14.png,yes,both,You are watching a football match. As Metancur delivers! And Dilic makes up. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/4rxwHJn7/im/2/IM_14.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_3]:Diwala->Metancur
Yo4Xirtq,1,IM_6,GOAL,important,0.749742,"I'll see whether Leno can stop it. Here's the steady run up and a little place into the corner. And it's Mr Corr listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal down to ten men.","We'll see whether Leno can stop it. Here's the steady run-up. And a little place into the corner. And he's missed a call, isn't he, from the penalty spot, Giorginio.","You are watching a football match. I'll see whether Leno can stop it. Here's the steady run up and a little place into the corner. And it's Mr Corr listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal down to ten men. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/Yo4Xirtq/im/1/IM_6.png,yes,both,"You are watching a football match. I'll see whether Leno can stop it. Here's the header string up and a little place into the corner. And counter's Mr Abundance listening from the penalty spot, Giorginio. It's Chelsea 1, Arsenal 0 and Arsenal la to ten men. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/Yo4Xirtq/im/1/IM_6.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_3[dataset_sample:length_1]:it->counter; sentence_3[dataset_sample:length_2]:Corr->Abundance; sentence_4[dataset_sample:length_1]:down->la; sentence_2[dataset_sample:length_1]:run->string; sentence_2[dataset_sample:length_1]:steady->header
reYzH7wg,1,IM_10,GOAL,important,0.732830,It's his favorite foot and he powered it in. Szczesny can only power it out dangerously back into the middle.,It's his favoured foot. And he powered it in. Czesny could only parry it out dangerously back into the middle.,You are watching a football match. It's his favorite foot and he powered it in. Szczesny can only power it out dangerously back into the middle. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/reYzH7wg/im/1/IM_10.png,yes,both,You are watching a football match. Found's his favorite foot and he powered it in. Szczesny can roll power it out dangerously win into the middle. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/reYzH7wg/im/1/IM_10.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_2[dataset_sample:length_1]:back->win; sentence_1[dataset_sample:length_1]:It->Found; sentence_2[dataset_sample:length_1]:only->roll
0jJj5Mme,2,IM_16,GOAL,important,1.000000,This is becoming something very noteworthy. Six goals to nil on the road.,This is becoming something very noteworthy. Six goals to nil on the road.,You are watching a football match. This is becoming something very noteworthy. Six goals to nil on the road. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/0jJj5Mme/im/2/IM_16.png,yes,both,You are watching a football match. This is becoming testing very noteworthy. Six now to nil on the road. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/0jJj5Mme/im/2/IM_16.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_2[dataset_sample:length_1]:goals->now; sentence_1[dataset_sample:length_1]:something->testing
l0uNkr78,2,IM_4,GOAL,important,0.796239,Watch the ball end up in the back of the net. Wow.,the ball end up in the back of the net.,You are watching a football match. Watch the ball end up in the back of the net. Wow. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/l0uNkr78/im/2/IM_4.png,yes,both,You are watching a football match. Watch the ball end up in the square of the net. Were. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/l0uNkr78/im/2/IM_4.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_1]:back->square; sentence_2[dataset_sample:length_1]:Wow->Were
ChTFpiaS,1,IM_1,GOAL,important,0.952936,"Romeo, Danny Ings, and Redmond has no one to hit in the middle, has to wait for support, including Armstrong, and it's dropped and Wattrouse pounces. A rare moment of joy in a miserable week for Southampton.",Romeo Danny Ings and Redmond has no one to hit in the middle has to wait for support including Armstrong and it's dropped and Ward Troush pounces a rare moment of joy in a miserable week for Southampton,"You are watching a football match. Romeo, Danny Ings, and Redmond has no one to hit in the middle, has to wait for support, including Armstrong, and it's dropped and Wattrouse pounces. A rare moment of joy in a miserable week for Southampton. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites/ChTFpiaS/im/1/IM_1.png,yes,both,"You are watching a football match. Romeo, Danny Ings, and Redmond terms no one to hit in the middle, has to wait for support, west Armstrong, and it's dropped cross Warcher pounces. A rare moment of joy in a miserable week for Southampton. Is this a goal? Answer yes or no.",reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/ChTFpiaS/im/1/IM_1.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_1[dataset_sample:length_1]:and->cross; sentence_1[dataset_sample:length_1]:including->west; sentence_1[dataset_sample:length_1]:has->terms; sentence_1[dataset_sample:length_3]:Wattrouse->Warcher
0jJj5Mme,1,IM_10,GOAL,important,0.976865,A wonderful strike from the edge of the box. Atalanta have been rampant and now they have a second goal to show.,a wonderful strike from the edge of the box Atalanta have been rampant and now they have a second goal to show for it,You are watching a football match. A wonderful strike from the edge of the box. Atalanta have been rampant and now they have a second goal to show. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/0jJj5Mme/im/1/IM_10.png,yes,both,You are watching a football match. A wonderful strike from the edge of the box. Atalanta best been rampant and now they have a second after watch show. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/0jJj5Mme/im/1/IM_10.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_2[dataset_sample:length_1]:to->watch; sentence_2[dataset_sample:length_1]:have->best; sentence_2[dataset_sample:length_1]:goal->after
UcZVYDFH,2,IM_5,GOAL,important,1.000000,Against Ospina. Rolled into the corner from Andrea Bellotti. He may have missed three of his last four penalties.,Against Ospina. Rolled into the corner from Andrea Bellotti. He may have missed three of his last four penalties.,You are watching a football match. Against Ospina. Rolled into the corner from Andrea Bellotti. He may have missed three of his last four penalties. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites/UcZVYDFH/im/2/IM_5.png,yes,both,You are watching a football match. A Ospina. Rolled into the corner from Andrea Bellotti. He may have responds three of his last four penalties. Is this a goal? Answer yes or no.,reproducing_code/vlm-circuits-analysis/data/goal/composites_noisy_sigma0p12/UcZVYDFH/im/2/IM_5.png,no,coverage_10pct+dataset_sample+qwen_same_token_length+vision_noise,sentence_3[dataset_sample:length_2]:missed->responds; sentence_1[dataset_sample:length_1]:Against->A
